"name","dept","area","count","adjustedcount","year"
Aayush Aggarwal,Indraprastha Institute of Information Technology,iros,1.0,0.25,2020
Aayush Aggarwal,Indraprastha Institute of Information Technology,tcss,1.0,0.33333,2020
Abdallah Tubaishat,Zayed University,tcss,1.0,0.125,2021
Abdel-Fattah Attia,Kafrelsheikh University,tcss,1.0,0.25,2020
Abderrahim Benslimane,Université d'Avignon et des Pays de Vaucluse,hpdc,1.0,1.0,1994
Abdur Forkan,Swinburne University of Technology,tsc,1.0,0.25,2020
Abhijit Majumdar,Indian Institute of Technology Delhi,tcss,1.0,0.16667,2020
Aboul Ella Hassanien,Cairo University,tcss,1.0,0.25,2020
Adriana Iamnitchi,University of South Florida,hpdc,1.0,0.5,2005
Adriana Iamnitchi,University of South Florida,hpdc,1.0,0.33333,2006
Adriana Iamnitchi,University of South Florida,hpdc,1.0,0.5,2008
Adriana Iamnitchi,University of South Florida,mobicom,1.0,0.2,2013
Adriana Iamnitchi,University of South Florida,sc,1.0,0.076923,2002
Adriana Iamnitchi,University of South Florida,sc,1.0,0.16667,2006
Adriana Iamnitchi,University of South Florida,tcss,1.0,0.25,2019
Adriana Iamnitchi,University of South Florida,www,1.0,0.14286,2012
Adriana Iamnitchi,University of South Florida,www,1.0,0.2,2015
Adriana S. Vivacqua,Federal University of Rio de Janeiro,aaai,1.0,0.5,1997
Adriana S. Vivacqua,Federal University of Rio de Janeiro,chiconf,1.0,0.5,2000
Ahmed Al Marouf,Daffodil International University,tcss,1.0,0.33333,2020
Ahsan Shehzad,Air University,tcss,1.0,0.16667,2021
Aixin Sun,Nanyang Technological University,aaai,1.0,0.25,2015
Aixin Sun,Nanyang Technological University,aaai,1.0,0.2,2020
Aixin Sun,Nanyang Technological University,aaai,1.0,0.25,2021
Aixin Sun,Nanyang Technological University,acl,1.0,0.33333,2017
Aixin Sun,Nanyang Technological University,acl,2.0,0.66667,2019
Aixin Sun,Nanyang Technological University,acl,1.0,0.25,2020
Aixin Sun,Nanyang Technological University,ec,1.0,0.14286,2008
Aixin Sun,Nanyang Technological University,emnlp,1.0,0.25,2019
Aixin Sun,Nanyang Technological University,icde,1.0,0.2,2016
Aixin Sun,Nanyang Technological University,icde,1.0,0.2,2020
Aixin Sun,Nanyang Technological University,ijcai,1.0,0.25,2015
Aixin Sun,Nanyang Technological University,ijcai,2.0,0.5,2018
Aixin Sun,Nanyang Technological University,kdd,1.0,0.2,2013
Aixin Sun,Nanyang Technological University,kdd,1.0,0.33333,2019
Aixin Sun,Nanyang Technological University,sigir,1.0,0.33333,2008
Aixin Sun,Nanyang Technological University,sigir,2.0,0.34286,2012
Aixin Sun,Nanyang Technological University,sigir,2.0,0.45,2013
Aixin Sun,Nanyang Technological University,sigir,3.0,1.1667,2014
Aixin Sun,Nanyang Technological University,sigir,1.0,0.5,2015
Aixin Sun,Nanyang Technological University,sigir,1.0,0.2,2016
Aixin Sun,Nanyang Technological University,sigir,1.0,0.5,2018
Aixin Sun,Nanyang Technological University,sigir,1.0,0.2,2020
Aixin Sun,Nanyang Technological University,sigir,1.0,0.14286,2021
Aixin Sun,Nanyang Technological University,sigmod,1.0,0.25,2013
Aixin Sun,Nanyang Technological University,sigmod,1.0,0.14286,2019
Aixin Sun,Nanyang Technological University,tcss,1.0,0.5,2018
Aixin Sun,Nanyang Technological University,vldb,1.0,0.16667,2018
Aixin Sun,Nanyang Technological University,www,1.0,0.25,2016
Aixin Sun,Nanyang Technological University,www,1.0,0.2,2018
Aixin Sun,Nanyang Technological University,www,2.0,0.5,2019
Alain Barrat,CNRS Délégation Provence et Corse,nips,1.0,0.25,2005
Alain Barrat,CNRS Délégation Provence et Corse,socnet,1.0,0.2,2013
Albert Y. Zomaya,University of Sydney,aaai,1.0,0.125,2020
Albert Y. Zomaya,University of Sydney,cvpr,1.0,0.2,2019
Albert Y. Zomaya,University of Sydney,hpdc,1.0,0.16667,2011
Albert Y. Zomaya,University of Sydney,iccad,1.0,0.16667,2017
Albert Y. Zomaya,University of Sydney,icra,1.0,1.0,1991
Albert Y. Zomaya,University of Sydney,icra,1.0,0.33333,1992
Albert Y. Zomaya,University of Sydney,iros,1.0,1.0,1993
Albert Y. Zomaya,University of Sydney,tcss,1.0,0.14286,2018
Albert Y. Zomaya,University of Sydney,ubicomp,1.0,0.14286,2021
Alberto Caimo,Technological University Dublin,socnet,1.0,0.5,2011
Alberto Caimo,Technological University Dublin,socnet,1.0,0.5,2013
Alberto Caimo,Technological University Dublin,socnet,1.0,0.25,2016
Alberto Caimo,Technological University Dublin,socnet,1.0,0.5,2019
Alberto Caimo,Technological University Dublin,socnet,1.0,0.33333,2020
Ales Ziberna,University of Ljubljana,socnet,1.0,1.0,2007
Ales Ziberna,University of Ljubljana,socnet,1.0,1.0,2014
Ales Ziberna,University of Ljubljana,socnet,1.0,1.0,2020
Alessandro Lomi,Università della Svizzera Italiana,socnet,2.0,0.75,2012
Alessandro Lomi,Università della Svizzera Italiana,socnet,2.0,0.83333,2013
Alessandro Lomi,Università della Svizzera Italiana,socnet,2.0,0.58333,2016
Alessandro Lomi,Università della Svizzera Italiana,socnet,1.0,0.33333,2019
Alessandro Lomi,Università della Svizzera Italiana,socnet,1.0,0.5,2020
Alessandro Lomi,Università della Svizzera Italiana,socnet,1.0,0.2,2021
Alex D. Stivala,Università della Svizzera italiana,socnet,1.0,0.2,2016
Alex Doboli,Stony Brook University,dac,1.0,0.2,1999
Alex Doboli,Stony Brook University,dac,1.0,0.5,2001
Alex Doboli,Stony Brook University,dac,1.0,0.5,2005
Alex Doboli,Stony Brook University,dac,1.0,0.5,2006
Alex Doboli,Stony Brook University,rtas,1.0,0.5,2004
Alex Doboli,Stony Brook University,tcss,1.0,0.33333,2021
Alex Pentland,Massachusetts Institute of Technology,aaai,1.0,1.0,1986
Alex Pentland,Massachusetts Institute of Technology,aaai,1.0,0.33333,2011
Alex Pentland,Massachusetts Institute of Technology,aaai,1.0,0.25,2016
Alex Pentland,Massachusetts Institute of Technology,chiconf,1.0,0.33333,2018
Alex Pentland,Massachusetts Institute of Technology,cvpr,1.0,0.25,1989
Alex Pentland,Massachusetts Institute of Technology,cvpr,4.0,1.8333,1991
Alex Pentland,Massachusetts Institute of Technology,cvpr,1.0,0.5,1992
Alex Pentland,Massachusetts Institute of Technology,cvpr,2.0,0.83333,1993
Alex Pentland,Massachusetts Institute of Technology,cvpr,3.0,0.91667,1994
Alex Pentland,Massachusetts Institute of Technology,cvpr,2.0,0.66667,1996
Alex Pentland,Massachusetts Institute of Technology,cvpr,3.0,1.1667,1997
Alex Pentland,Massachusetts Institute of Technology,eccv,1.0,1.0,1990
Alex Pentland,Massachusetts Institute of Technology,eccv,1.0,0.33333,1996
Alex Pentland,Massachusetts Institute of Technology,iccv,1.0,1.0,1988
Alex Pentland,Massachusetts Institute of Technology,iccv,2.0,1.3333,1990
Alex Pentland,Massachusetts Institute of Technology,iccv,1.0,0.5,1993
Alex Pentland,Massachusetts Institute of Technology,iccv,2.0,1.0,1995
Alex Pentland,Massachusetts Institute of Technology,iccv,2.0,0.66667,1998
Alex Pentland,Massachusetts Institute of Technology,iccv,1.0,0.5,1999
Alex Pentland,Massachusetts Institute of Technology,icde,1.0,0.2,2021
Alex Pentland,Massachusetts Institute of Technology,icml,1.0,0.33333,2001
Alex Pentland,Massachusetts Institute of Technology,icml,3.0,1.25,2020
Alex Pentland,Massachusetts Institute of Technology,icra,1.0,0.083333,2019
Alex Pentland,Massachusetts Institute of Technology,ijcai,1.0,1.0,1983
Alex Pentland,Massachusetts Institute of Technology,ijcai,1.0,1.0,1985
Alex Pentland,Massachusetts Institute of Technology,ijcai,1.0,0.5,1989
Alex Pentland,Massachusetts Institute of Technology,ijcai,1.0,0.16667,1993
Alex Pentland,Massachusetts Institute of Technology,ijcai,1.0,0.5,2019
Alex Pentland,Massachusetts Institute of Technology,nips,1.0,0.5,1991
Alex Pentland,Massachusetts Institute of Technology,nips,1.0,0.5,1993
Alex Pentland,Massachusetts Institute of Technology,nips,1.0,0.33333,1994
Alex Pentland,Massachusetts Institute of Technology,nips,1.0,0.5,1995
Alex Pentland,Massachusetts Institute of Technology,nips,3.0,1.1667,1998
Alex Pentland,Massachusetts Institute of Technology,nips,1.0,0.5,2000
Alex Pentland,Massachusetts Institute of Technology,nips,1.0,0.5,2020
Alex Pentland,Massachusetts Institute of Technology,siggraph,1.0,0.5,1989
Alex Pentland,Massachusetts Institute of Technology,tcss,2.0,0.41667,2014
Alex Pentland,Massachusetts Institute of Technology,tcss,1.0,0.2,2019
Alex Pentland,Massachusetts Institute of Technology,ubicomp,1.0,0.5,2003
Alex Pentland,Massachusetts Institute of Technology,ubicomp,1.0,0.25,2010
Alex Pentland,Massachusetts Institute of Technology,ubicomp,2.0,0.45,2011
Alex Pentland,Massachusetts Institute of Technology,ubicomp,1.0,0.16667,2012
Alex Pentland,Massachusetts Institute of Technology,www,1.0,0.33333,2017
Alexander G. Tartakovsky,Moscow Institute of Physics and Technology,tcss,1.0,0.25,2014
Alexander G. Tartakovsky,Moscow Institute of Physics and Technology,tcss,1.0,0.5,2018
Alexander Gutfraind,University of Illinois at Chicago,socnet,1.0,0.5,2017
Alexander V. Outkin,Sandia National Laboratories,tcss,1.0,0.25,2021
Alexandre Hannud Abdo,Université Gustave Eiffel,socnet,1.0,0.16667,2011
Alexia Gaudeul,European Commission Joint Research Centre,socnet,1.0,0.5,2013
Alfredo Morales-Guzmán,Technical University of Madrid,socnet,1.0,0.25,2014
Ali Haider,Central Michigan University,socnet,1.0,0.33333,2007
Alireza Esfahani,Instituto de Telecomunicações,tcss,1.0,0.14286,2019
Alistair G. Sutcliffe,University of Manchester,chiconf,1.0,0.5,1994
Alistair G. Sutcliffe,University of Manchester,chiconf,1.0,0.5,1997
Alistair G. Sutcliffe,University of Manchester,chiconf,1.0,0.5,1998
Alistair G. Sutcliffe,University of Manchester,chiconf,1.0,0.5,1999
Alistair G. Sutcliffe,University of Manchester,chiconf,1.0,0.33333,2007
Alistair G. Sutcliffe,University of Manchester,chiconf,1.0,0.33333,2008
Alistair G. Sutcliffe,University of Manchester,chiconf,1.0,0.33333,2009
Alistair G. Sutcliffe,University of Manchester,chiconf,1.0,0.33333,2013
Alistair G. Sutcliffe,University of Manchester,socnet,1.0,0.33333,2012
Alois Ferscha,Johannes Kepler University of Linz,tcss,1.0,0.25,2018
Alois Ferscha,Johannes Kepler University of Linz,ubicomp,1.0,0.5,2002
Alon Bartal,Bar-Ilan University,socnet,1.0,0.33333,2019
Alon Sela,Ariel University,tcss,1.0,0.33333,2018
Alun D. Preece,Cardiff University,aaai,1.0,0.2,1993
Alun D. Preece,Cardiff University,aaai,1.0,0.2,2020
Alun D. Preece,Cardiff University,sensys,1.0,0.14286,2020
Alun D. Preece,Cardiff University,tcss,1.0,0.14286,2018
Alun D. Preece,Cardiff University,vldb,1.0,0.2,2006
Amalya L. Oliver,The Hebrew University of Jerusalem,socnet,1.0,0.33333,2007
Ameer Hamza Khan,Hong Kong Polytechnic University,tcss,1.0,0.25,2020
Amir Ebrahimi Fard,TU Delft,tcss,1.0,0.25,2019
Amit Bhaya,University of California - Berkeley,tcss,1.0,0.5,2018
Amit P. Sheth,University of South Carolina,aaai,1.0,0.33333,2015
Amit P. Sheth,University of South Carolina,aaai,1.0,0.2,2016
Amit P. Sheth,University of South Carolina,aaai,1.0,0.25,2017
Amit P. Sheth,University of South Carolina,acl,1.0,0.25,2014
Amit P. Sheth,University of South Carolina,icde,1.0,0.33333,1984
Amit P. Sheth,University of South Carolina,icde,1.0,0.33333,1986
Amit P. Sheth,University of South Carolina,icde,1.0,0.33333,1987
Amit P. Sheth,University of South Carolina,icde,1.0,0.25,1988
Amit P. Sheth,University of South Carolina,icde,2.0,0.83333,1991
Amit P. Sheth,University of South Carolina,ijcai,1.0,0.2,2017
Amit P. Sheth,University of South Carolina,naacl,1.0,0.25,2016
Amit P. Sheth,University of South Carolina,vldb,1.0,0.25,1992
Amit P. Sheth,University of South Carolina,vldb,1.0,0.25,1993
Amit P. Sheth,University of South Carolina,vldb,1.0,0.11111,1996
Amit P. Sheth,University of South Carolina,www,1.0,0.5,2003
Amit P. Sheth,University of South Carolina,www,1.0,0.25,2004
Amit P. Sheth,University of South Carolina,www,1.0,0.33333,2005
Amit P. Sheth,University of South Carolina,www,3.0,0.56111,2006
Amit P. Sheth,University of South Carolina,www,1.0,0.33333,2007
Amit P. Sheth,University of South Carolina,www,1.0,0.33333,2014
Amit P. Sheth,University of South Carolina,www,1.0,0.11111,2019
Amit P. Sheth,University of South Carolina,www,1.0,0.14286,2020
Amitava Datta,The University of Western Australia,icra,1.0,0.5,1999
Amitava Datta,The University of Western Australia,tcss,1.0,0.33333,2018
Amitava Datta,The University of Western Australia,tcss,1.0,0.33333,2020
Amos Azaria,Ariel University,aaai,1.0,0.25,2011
Amos Azaria,Ariel University,aaai,3.0,0.73333,2012
Amos Azaria,Ariel University,aaai,3.0,0.9,2013
Amos Azaria,Ariel University,aaai,2.0,0.58333,2014
Amos Azaria,Ariel University,aaai,2.0,0.5,2016
Amos Azaria,Ariel University,aaai,1.0,0.16667,2021
Amos Azaria,Ariel University,acl,1.0,0.25,2018
Amos Azaria,Ariel University,chiconf,1.0,0.33333,2017
Amos Azaria,Ariel University,ijcai,1.0,0.2,2015
Amos Azaria,Ariel University,ijcai,1.0,0.33333,2017
Amos Azaria,Ariel University,tcss,1.0,0.25,2014
An Zeng,Beijing Normal University,socnet,1.0,0.2,2021
Anand E. Sokhey,University of Colorado Boulder,socnet,1.0,0.5,2014
Anatoliy A. Gruzd,Ryerson University,socnet,1.0,0.33333,2012
Andi Wang,Northeastern University,tcss,1.0,0.16667,2020
Andrea De Salve,Consiglio Nazionale delle Ricerche,tcss,1.0,0.25,2019
Andrea Flori,Politecnico di Milano,socnet,1.0,0.33333,2018
Andrea Forte,Drexel University,chiconf,1.0,0.33333,2013
Andrea Forte,Drexel University,chiconf,1.0,0.25,2014
Andrea Forte,Drexel University,chiconf,1.0,0.25,2016
Andrea Forte,Drexel University,chiconf,1.0,0.5,2018
Andrea Forte,Drexel University,chiconf,1.0,0.25,2019
Andrea Forte,Drexel University,chiconf,1.0,0.5,2020
Andrea Forte,Drexel University,oakland,1.0,0.2,2020
Andrea Michienzi,University of Pisa,tcss,1.0,0.33333,2021
Andrea Passarella,National Research Council,socnet,1.0,0.25,2015
Andrea Tagarelli,University of Calabria,emnlp,1.0,0.33333,2014
Andrea Tagarelli,University of Calabria,icde,1.0,0.25,2015
Andrea Tagarelli,University of Calabria,kdd,1.0,0.33333,2020
Andrea Tagarelli,University of Calabria,sigmod,1.0,0.33333,2011
Andrea Tagarelli,University of Calabria,tcss,1.0,0.33333,2018
Andrea Tagarelli,University of Calabria,vldb,1.0,0.5,2012
Andreas Flache,University of Groningen,ijcai,1.0,0.25,2005
Andreas Flache,University of Groningen,socnet,1.0,0.33333,2008
Andreas Flache,University of Groningen,socnet,1.0,0.25,2016
Andreas Herz,University of Hildesheim,socnet,1.0,0.25,2014
Andreas Herz,University of Hildesheim,socnet,1.0,1.0,2015
Andreas Herz,University of Hildesheim,socnet,1.0,0.5,2017
Andreas Hotho,University of Würzburg,aaai,1.0,0.11111,2000
Andreas Hotho,University of Würzburg,kdd,1.0,0.16667,2016
Andreas Hotho,University of Würzburg,tsc,1.0,0.14286,2020
Andreas Hotho,University of Würzburg,www,1.0,0.16667,2009
Andreas Hotho,University of Würzburg,www,1.0,0.2,2010
Andreas Hotho,University of Würzburg,www,1.0,0.25,2015
Andreea I. Alecu,Oslo Metropolitan University,socnet,1.0,1.0,2021
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.5,2000
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.5,2001
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.5,2009
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.33333,2013
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.33333,2020
Andrej Mrvar,University of Ljubljana,socnet,1.0,0.5,2021
Andres Felipe Zambrano,Universidad de Los Andes,tcss,1.0,0.125,2021
Angelo Sifaleras,Hellenic Open University,tcss,1.0,0.5,2018
Anh Ta,University of Nebraska Omaha,socnet,1.0,0.25,2018
Anja Znidarsic,University of Maribor,socnet,1.0,0.33333,2012
Anja Znidarsic,University of Maribor,socnet,1.0,0.33333,2017
Ankan Mullick,Microsoft India R&D Pvt Ltd,tcss,1.0,0.25,2018
Anna L. Smith,University of Kentucky,socnet,1.0,0.33333,2016
Anna Torriero,Università Cattolica del Sacro Cuore,socnet,1.0,0.25,2019
Anton V. Proskurnikov,University of Groningen,socnet,1.0,0.33333,2021
Antonia Russo,Università degli Studi Mediterranea di Reggio Calabria,tcss,1.0,0.5,2021
Antonio D. Sirianni,Cornell University,socnet,1.0,0.25,2021
Antonio L. Alfeo,University of Pisa,icra,1.0,0.083333,2019
Antonio L. Alfeo,University of Pisa,tcss,1.0,0.2,2019
Antonio Scala,Consiglio Nazionale delle Ricerche,socnet,1.0,0.2,2017
Anura P. Jayasumana,Colorado State University,dac,1.0,0.33333,1987
Anura P. Jayasumana,Colorado State University,tcss,1.0,0.33333,2019
Aparna Sankaran Srinath,Boise State University,tcss,1.0,0.25,2021
Aram Galstyan,University of Southern California,aaai,1.0,0.33333,2011
Aram Galstyan,University of Southern California,aaai,1.0,0.33333,2014
Aram Galstyan,University of Southern California,aaai,1.0,0.25,2016
Aram Galstyan,University of Southern California,aaai,1.0,0.16667,2019
Aram Galstyan,University of Southern California,aaai,2.0,0.375,2020
Aram Galstyan,University of Southern California,aaai,1.0,0.25,2021
Aram Galstyan,University of Southern California,acl,1.0,0.2,2016
Aram Galstyan,University of Southern California,emnlp,1.0,0.25,2019
Aram Galstyan,University of Southern California,icml,1.0,0.25,2014
Aram Galstyan,University of Southern California,icml,1.0,0.5,2016
Aram Galstyan,University of Southern California,icml,1.0,0.125,2019
Aram Galstyan,University of Southern California,icml,2.0,0.45,2020
Aram Galstyan,University of Southern California,ijcai,1.0,0.5,2005
Aram Galstyan,University of Southern California,ijcai,1.0,0.25,2017
Aram Galstyan,University of Southern California,iros,1.0,0.5,2003
Aram Galstyan,University of Southern California,iros,1.0,0.1,2009
Aram Galstyan,University of Southern California,naacl,1.0,0.16667,2021
Aram Galstyan,University of Southern California,nips,1.0,0.5,2011
Aram Galstyan,University of Southern California,nips,1.0,0.5,2014
Aram Galstyan,University of Southern California,nips,1.0,0.33333,2016
Aram Galstyan,University of Southern California,nips,1.0,0.2,2018
Aram Galstyan,University of Southern California,nips,2.0,0.5,2019
Aram Galstyan,University of Southern California,sigmod,1.0,0.25,2014
Aram Galstyan,University of Southern California,tcss,1.0,0.25,2014
Aram Galstyan,University of Southern California,tcss,1.0,0.25,2018
Aram Galstyan,University of Southern California,tcss,1.0,0.2,2021
Aram Galstyan,University of Southern California,www,1.0,0.5,2012
Aram Galstyan,University of Southern California,www,1.0,0.25,2016
Aristides Gionis,Aalto University,icde,1.0,0.125,2000
Aristides Gionis,Aalto University,icde,1.0,0.33333,2005
Aristides Gionis,Aalto University,icde,1.0,0.33333,2008
Aristides Gionis,Aalto University,icde,1.0,0.33333,2011
Aristides Gionis,Aalto University,icde,1.0,0.33333,2015
Aristides Gionis,Aalto University,icde,1.0,0.25,2021
Aristides Gionis,Aalto University,icml,1.0,0.33333,2014
Aristides Gionis,Aalto University,kdd,1.0,0.33333,2003
Aristides Gionis,Aalto University,kdd,1.0,0.33333,2004
Aristides Gionis,Aalto University,kdd,1.0,0.25,2005
Aristides Gionis,Aalto University,kdd,2.0,0.5,2006
Aristides Gionis,Aalto University,kdd,2.0,0.5,2008
Aristides Gionis,Aalto University,kdd,1.0,0.5,2010
Aristides Gionis,Aalto University,kdd,1.0,0.2,2011
Aristides Gionis,Aalto University,kdd,2.0,0.58333,2012
Aristides Gionis,Aalto University,kdd,3.0,0.7,2013
Aristides Gionis,Aalto University,kdd,1.0,0.25,2014
Aristides Gionis,Aalto University,kdd,2.0,0.45,2016
Aristides Gionis,Aalto University,kdd,1.0,0.33333,2017
Aristides Gionis,Aalto University,kdd,2.0,0.83333,2020
Aristides Gionis,Aalto University,nips,1.0,0.25,2017
Aristides Gionis,Aalto University,nips,2.0,0.66667,2020
Aristides Gionis,Aalto University,recomb,1.0,0.5,2003
Aristides Gionis,Aalto University,sigir,2.0,0.36667,2007
Aristides Gionis,Aalto University,sigir,1.0,0.25,2010
Aristides Gionis,Aalto University,sigmod,1.0,0.2,2000
Aristides Gionis,Aalto University,sigmod,1.0,0.33333,2001
Aristides Gionis,Aalto University,sigmod,1.0,0.25,2004
Aristides Gionis,Aalto University,soda,1.0,0.25,2002
Aristides Gionis,Aalto University,tsc,1.0,0.25,2018
Aristides Gionis,Aalto University,vldb,1.0,0.33333,1999
Aristides Gionis,Aalto University,vldb,1.0,0.25,2010
Aristides Gionis,Aalto University,vldb,1.0,0.33333,2011
Aristides Gionis,Aalto University,vldb,1.0,0.25,2012
Aristides Gionis,Aalto University,vldb,1.0,0.2,2013
Aristides Gionis,Aalto University,vldb,1.0,0.5,2016
Aristides Gionis,Aalto University,www,1.0,0.25,2002
Aristides Gionis,Aalto University,www,1.0,0.33333,2011
Aristides Gionis,Aalto University,www,1.0,0.2,2012
Aristides Gionis,Aalto University,www,1.0,0.5,2015
Aristides Gionis,Aalto University,www,2.0,0.58333,2018
Aristides Gionis,Aalto University,www,1.0,0.5,2019
Aristides Gionis,Aalto University,www,2.0,0.66667,2020
Arkady B. Zaslavsky,Deakin University,tcss,1.0,0.16667,2015
Arkaitz Zubiaga,Queen Mary University of London,acl,1.0,0.16667,2016
Arkaitz Zubiaga,Queen Mary University of London,chiconf,1.0,0.125,2017
Arkaitz Zubiaga,Queen Mary University of London,tsc,1.0,0.2,2018
Arnout van de Rijt,European University Institute,socnet,1.0,0.5,2007
Arnout van de Rijt,European University Institute,socnet,1.0,0.5,2008
Arnout van de Rijt,European University Institute,socnet,1.0,0.25,2009
Arunabha Sen,Arizona State University,socnet,1.0,0.5,2021
Arye Nehorai,Washington University in St. Louis,cvpr,1.0,0.25,2018
Arye Nehorai,Washington University in St. Louis,iccv,1.0,0.2,1995
Arye Nehorai,Washington University in St. Louis,icra,1.0,0.33333,2005
Arye Nehorai,Washington University in St. Louis,nips,1.0,0.25,2014
Arye Nehorai,Washington University in St. Louis,nips,1.0,0.2,2018
Arye Nehorai,Washington University in St. Louis,nips,1.0,0.2,2019
Arye Nehorai,Washington University in St. Louis,tcss,1.0,0.33333,2018
Ata Ullah,National University of Modern Languages,tcss,1.0,0.125,2019
Austin Toombs,Purdue University,chiconf,1.0,0.16667,2013
Austin Toombs,Purdue University,chiconf,2.0,0.66667,2015
Austin Toombs,Purdue University,chiconf,2.0,0.36667,2018
Austin Toombs,Purdue University,chiconf,1.0,0.25,2020
Austin Toombs,Purdue University,tsc,1.0,0.25,2018
Aviad Elyashar,Ben-Gurion University of the Negev,tcss,1.0,0.14286,2017
Aviad Elyashar,Ben-Gurion University of the Negev,www,1.0,0.25,2020
Aviral Shrivastava,Arizona State University,dac,1.0,0.5,2011
Aviral Shrivastava,Arizona State University,dac,1.0,0.33333,2012
Aviral Shrivastava,Arizona State University,dac,2.0,0.66667,2013
Aviral Shrivastava,Arizona State University,dac,2.0,0.58333,2014
Aviral Shrivastava,Arizona State University,dac,1.0,0.2,2015
Aviral Shrivastava,Arizona State University,dac,1.0,0.5,2016
Aviral Shrivastava,Arizona State University,dac,3.0,0.76667,2017
Aviral Shrivastava,Arizona State University,dac,2.0,0.42424,2018
Aviral Shrivastava,Arizona State University,emsoft,1.0,0.1,2017
Aviral Shrivastava,Arizona State University,iccad,1.0,0.2,2016
Aviral Shrivastava,Arizona State University,iccad,1.0,0.33333,2017
Aviral Shrivastava,Arizona State University,rtas,1.0,0.25,2014
Aviral Shrivastava,Arizona State University,rtas,1.0,0.16667,2015
Aviral Shrivastava,Arizona State University,rtss,1.0,0.33333,2018
Aviral Shrivastava,Arizona State University,tcss,1.0,0.125,2020
Ayman Radwan,Instituto de Telecomunicações Campus Universitário de Santiago,tcss,1.0,0.14286,2019
Aymen Hamrouni,Stevens Institute of Technology,tcss,1.0,0.25,2020
Babar Shah,Zayed University,tcss,1.0,0.125,2021
Balasubramaniam Thirunavukarasu,Queensland University of Technology,tcss,1.0,0.11111,2019
Balasubramaniam Thirunavukarasu,Queensland University of Technology,www,1.0,0.25,2019
Barry Wellman,University of Toronto,chiconf,1.0,0.16667,1991
Barry Wellman,University of Toronto,socnet,3.0,1.6667,2007
Barry Wellman,University of Toronto,socnet,1.0,0.33333,2012
Bartel A. Van de Walle,TU Delft,tcss,1.0,0.25,2019
Beata Lopaciuk-Gonczaryk,University of Warsaw,socnet,1.0,1.0,2016
Behrouz Tork Ladani,University of Isfahan,tcss,1.0,0.5,2020
Berat A. Erol,North Carolina Agricultural and Technical State University,tcss,1.0,0.16667,2020
Bernard J. Jansen,Qatar Computing Research institute,chiconf,1.0,0.5,2010
Bernard J. Jansen,Qatar Computing Research institute,chiconf,1.0,0.16667,2018
Bernard J. Jansen,Qatar Computing Research institute,chiconf,2.0,0.4,2020
Bernard J. Jansen,Qatar Computing Research institute,chiconf,1.0,0.2,2021
Bernard J. Jansen,Qatar Computing Research institute,ijcai,1.0,0.14286,2016
Bernard J. Jansen,Qatar Computing Research institute,tcss,1.0,0.5,2016
Bernard J. Jansen,Qatar Computing Research institute,www,1.0,0.2,2018
Bernard J. Jansen,Qatar Computing Research institute,www,1.0,0.25,2020
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,chiconf,1.0,0.33333,2012
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,chiconf,1.0,0.5,2014
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,ec,1.0,0.33333,1999
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,ec,1.0,0.33333,2001
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,ec,1.0,0.33333,2006
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,ec,1.0,0.5,2008
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,kdd,1.0,0.33333,2012
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,nips,1.0,0.33333,1987
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,nips,1.0,0.33333,1990
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,tcss,1.0,0.25,2014
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,wine,1.0,0.33333,2005
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,wine,1.0,0.5,2008
Bernardo A. Huberman,Hewlett Packard Enterprise Labs,www,1.0,0.25,2014
Bernd Heidergott,Vrije Universiteit Amsterdam,socnet,1.0,0.33333,2019
Bernie Hogan,University of Oxford,chiconf,1.0,0.14286,2016
Bernie Hogan,University of Oxford,socnet,1.0,0.2,2014
Bernie Hogan,University of Oxford,socnet,1.0,0.16667,2021
Betina Hollstein,University of Bremen,socnet,1.0,0.5,2021
Bin Ning,Hubei University of Arts and Science,tcss,1.0,0.25,2018
Bing-Chuan Wang,City University of Hong Kong,tcss,1.0,0.5,2019
Bogumil Kaminski,Warsaw School of Economics,socnet,1.0,0.33333,2018
Boleslaw K. Szymanski,Rensselaer Polytechnic Institute,aaai,1.0,0.5,1999
Boleslaw K. Szymanski,Rensselaer Polytechnic Institute,hpdc,1.0,0.33333,1998
Boleslaw K. Szymanski,Rensselaer Polytechnic Institute,ics,1.0,1.0,1988
Boleslaw K. Szymanski,Rensselaer Polytechnic Institute,kdd,1.0,0.25,2003
Boleslaw K. Szymanski,Rensselaer Polytechnic Institute,nips,1.0,0.25,2012
